,text,labels
526,Ilinibidi kubadilisha mara 3,negative
527,Ngao ya kelele haiwezi kubadilishwa,positive
528,Hakuna maendeleo halisi,negative
529,Rundo zuri la betri,positive
530,Endeleza kazi nzuri ya amazon,positive
531,Nao huku wanazuia msaada.,negative
532,Kwa kusikitisha ni rahisi kwao kuwagusa bila kukusudia kwa vifungo vya kugusa - gusa kwa wororo ukigusa simu usoni mwako bila kukusudia unaposikiliza,negative
533,kwa hiyo kwa msingi nilitupa pesa zangu nje ya dirisha bila kitu,negative
534,Kesi kubwa na bei,positive
535,Kilichochukua tu kilikuwa tone moja kutoka sentimeta 6 hivi juu ya meza ya jikoni na kilipasuka - vunjika hakivutii na sicheki,negative
536,Tarehe ya buluu ni nzuri siku chache zilizopita niliiacha simu yangu ndani ya buti nikapiga simu na kuendeleza mazungumzo bila kamba,positive
537,Safu ndogo maridadi yenye kupendeza iliyo na nafasi ya kutosha ya kuhifadhi vitu,positive
538,sikio huingiza sauti moja kwa moja ndani ya sikio lako na huonekana kuongeza sauti na uwazi,positive
539,Hakuna hata moja ya mambo mapya ambayo yamepata kufanya kazi vizuri,negative
540,Nafurahi kwamba iinunue,positive
541,Ziara nyingi ambazo hazijatimizwa kwa sababu hiyo,negative
542,Labda simu yangu ina kasoro lakini watu hawawezi kunisikia ninapoitumia,negative
543,Usinunue bidhaa hii,negative
544,Kunyonya sehemu kubwa ya bidhaa hiyo hakufanyi kazi kwa simu yangu,negative
545,Kutobadilika - badilika kwa hata kuropoka hakungeweza kuwa na furaha zaidi kwa mtoto wangu mpya kwa sababu ya droid,positive
546,Programu zilizo mbaya zaidi zilizowahi kutumiwa ikiwa ningezipa nyota hizi sufuri,negative
547,Kujaribu kuwatembelea watu hao ni mazoezi ya kufadhaika,negative
548,Hicho kisa ni kipande dhaifu cha plastiki na hakina ulinzi wowote wa mbele au wa kando,negative
549,Nilikuwa na kifaa cha kuchezea cha jambara na nilifurahia sana lakini ubora wa sauti ambao hasa ulikuwa ukitokeza sauti hiyo ni bora zaidi,positive
550,Naipenda kamera sifa yake nzuri sana,positive
551,Asanteni kwa utumishi huo mkubwa,positive
552,Kabati lake lote,positive
553,muuzaji ni mwenye uelewevu sana na mwenye subira ni lazima ninunue kutoka kwao tena,positive
554,Ninampa waya 1 nyota atawasiliana na kingularatt na kuwajulisha zoea hilo,negative
555,Unao babua ngozi ya kichwa!,negative
556,Bidhaa kubwa kwa bei,positive
557,Nimenunua vitu hivyo kwa ajili ya familia na marafiki na wote wanafurahia jinsi wanavyovitumia kwa njia rahisi na yenye kueleweka,positive
558,Miamba hii midogo isiyo na waya na pia simu hii ya bei rahisi,positive
559,Hakuna kitabu chochote kinachofanya kazi ambacho hakinunui,negative
560,Sauti ya chini yenye matope na kibweta kilichozungushwa na waya kilikuwa na nguvu nyingi sana na kiliteleza,negative
561,Tafadhali usipoteze pesa zako,negative
562,wote wakitosheka na ununuzi huu,positive
563,Ikiwa unatafuta kifaa bora cha kuchorea cha burola endelea kukitazama,negative
564,"Hata hivyo, wataalamu wa mimea wanaendelea kutumia mbinu hiyohiyo yenye kasoro",negative
565,Matokeo yenye kutofautiana,negative
566,Muundo mgumu,negative
567,Jambo kuu lilikuwa kazi nzuri zisizo na matatizo yoyote na wakati ulikuwa mchache kuliko ulivyotazamia,positive
568,Bidhaa kubwa,positive
569,kipande chake cha kokoto,negative
570,Jambo lililonipata lilikuwa kichwa changu cha nne cha rangi ya buluu na wakati kilikuwa chenye kustarehesha zaidi kuliko jastra yangu ya mwisho ambayo nilichukia,negative
571,Hilo latatua matatizo yote,positive
572,Mbaya zaidi,negative
573,Nina furaha sana,positive
574,Ilikuwa vigumu kupata mtandao wa intaneti ukipakua alama za mviringo au kufanya kazi yoyote ile,positive
575,Ni vigumu sana kusikia na sikuzote ninasema nini,negative
576,betri haikubaliki kabisa,negative
577,Hakika haya ni mambo ya ajabu!,negative
578,hufanya kila kitu kilichosemwa kingefanya,positive
579,Kwa sababu ya tukio hili katika kila ziara i ililazimishwa kuacha kutumia kichwa hiki,negative
580,hufanya kazi vizuri kwa mtoza - gari hasa ikiwa huwezi kuunganisha viunganishi viwili kwa wakati uleule,positive
581,Msaada wangu wa tekinolojia ya verizon ulipitia taratibu chache ambazo hakuna yoyote iliyofanya kazi na mwishowe ikanibidi kufanya kazi upya ngumu ya kufuta data zangu zote,negative
582,sauti yenye nguvu iliacha kulia,negative
583,huwa na sauti ya juu zaidi kuliko msemaji mwingine yeyote wa ukubwa huu ni mdogo sana hivi kwamba walio wengi wangefikiri sifa hiyo inakosekana hata iwe haina thamani gani,positive
584,iliyo bora kuliko walivyotarajia,positive
585,hahisi vizuri anaposafiri na vifungo hivyo hufunguliwa hivi kwamba ni vigumu kuvisukuma,negative
586,betri inashika vizuri,positive
587,"Pia, ni vigumu kutumia dawa ya kulevya kupendekeza kuepuka bidhaa hiyo",negative
588,Niliitumia tu siku mbili na haikuwa rahisi sikuzote kusikia,negative
589,Nikapata msimamizi wa gari na hata baada ya juma moja shtaka hilo liliingia ndani na kuanza kuvuta sigara,negative
590,Mteja wa mbio za masafa marefu akitoa huduma mbaya sana za wateja,negative
591,iliyounganishwa na simu yangu bila jitihada,positive
592,Bali wao wanakakamia tu katika jeuri na chuki.,positive
593,rahisi kutumia,positive
594,ni bora kuliko mpya,positive
595,kile kilichonifanya niwe na mawazo ya kupata takataka hii isiyo na maana yoyote,negative
596,takataka,negative
597,bidhaa nzuri,positive
598,hii ni simu kubwa,positive
599,kwa bei ya amazon ni bidhaa nzuri sana ambayo ningeipendekeza sana,positive
600,Utafiti wao na mgawanyiko wao wa maendeleo kwa wazi wajua kile walichokuwa wakifanya,positive
601,muuaji halisi ni kiasi cha sauti na bila shaka kinavunjika,negative
602,Simu hizo zinafanya kazi vizuri sasa,positive
603,Ninapendezwa sana na bidhaa hii,positive
604,Ujenzi mbaya,negative
605,Kufanya hivi kunachosha,negative
606,"Kwa ujumla, ningependekeza simu hii kwa ajili ya mtu huyo mpya",positive
607,Shtaka la mbio za kasi la utumishi huu,negative
608,Si ghali na yeye huhisi na kuonekana kuwa wa bei ya chini,negative
609,Unapatana na sikio langu na unastarehesha,positive
610,halifanyi kazi europe au astia,negative
611,Funga mshipi huo kwenye mshipi wako kutakufanya uhisi kwamba umeinuka kwa senti 50,positive
612,Ni kana kwamba ni ubuni na sura ya jabra akipigapiga vichwa vya masikio na 5020 ni nzuri sana kuweza kuvaa muda wa saa 24 kwa siku bila maumivu katika sikio,positive
613,Nilishangaa kuona jinsi betri mbili za awali za simu za mkononi zilivyowasili haraka na sehemu ndogo ya bei yake,positive
614,ile simu mbaya zaidi kutoka samsungcrap hii srapy samsung e715 ndiyo mbaya zaidi ambayo nimepata kuona,negative
615,wakili huyo alifanya kazi kwa juma moja hivi kisha akaacha kabisa kunishtaki kwa simu,negative
616,Bidhaa duni,negative
617,Hata hivyo mimi nilihitaji maagizo bora zaidi,negative
618,unahitaji mikono miwili ili kutumia programu ya kompyuta iliyounganishwa na kompyuta ni ya miaka kumi iliyopita na huwezi kushindana na miundo mipya ya programu za kompyuta,negative
619,Nilifanya kazi vizuri sana kwa kichwa cha ndege aina ya treo 700w na kichwa cha kamba ya angani kikiwa kimewekwa kwenye ngozi yangu kwa kutumia kipima - rangi cha buluu cha mohooth transceiver,positive
620,Epuka bidhaa hii na uende na kalamu halisi za mitende ambazo huja kwenye mstari wa tatu,negative
621,Usinunue kunyonya,negative
622,Hii ni bidhaa kubwa ambayo bila shaka hupiga kwa kutumia vidole vyako,positive
623,"Wala usiitilie shaka,",negative
624,Visa vingine vyote vilivyojaribiwa kwa kawaida huvunjika baada ya miezi michache lakini yaonekana kwamba hiki kinaingia kwa muda mrefu,positive
625,wonyesho wa wazi,negative
626,Usifanye kosa lilelile ambalo nilifanya na tafadhali usinunue simu hii,negative
627,Simu hii yaweza kuwa ndiyo simu mbaya zaidi iliyowahi kuwa nayo katika aina yoyote ile,negative
628,Ilikuwa zaidi au chini ya kiasi cha ziada ambacho ninavaa hapo awali lakini baadaye kilitupwa kwa sababu kilikwaruza sikio langu,negative
629,Napendekeza igo kwa yeyote aliye na wachezaji wa simu za mkononi wa aina tofauti - tofauti katika familia,positive
630,usisumbue kwenda dukani,negative
631,Niliweka maelezo zaidi chini ya simu ya kijivu au nyeusi lakini mimi nina ile nyekundu na rangi yake kubwa,positive
632,Sikuwa na tatizo lolote na kitu hiki na ningekiagiza tena ikihitajika,positive
633,unapata kile unacholipia kwa kukisia - kisia,negative
634,Si kwamba tu programu hizo zilifanya kazi kubwa ya kompyuta hii naweza pia kutengeneza sauti zangu mwenyewe za mviringo zinazofanyiza vipande vyangu vya sauti bila kuungana na mtandao wa intaneti,positive
635,ishangaezwe ni mtoza - gari bora na hakuna maoni mengi juu yake,positive
636,Hizo ni nzuri ajabu,positive
637,hata hivyo vichwa vyenye sauti nyepesi kwa sasa havifai kwa wakati halisi michezo kama ile ya watu wa kwanza kupiga risasi kwa kuwa sauti hunichelewesha - kawia,negative
638,Ninatumia programu ya bure unayoweza kupata kwenye mtandao wa intaneti ili kupeleka habari kwenye bei ya kebo hiyo.,positive
639,Kifaa chenye kuvunja moyo kutoka kwa mtengenezaji mzuri,negative
640,walitoa sauti kali na sauti kali kwa wale waliokuwa kwenye upande ule mwingine wa mlio huo,negative
641,upepo mkali,positive
642,Kwa wazi wana huduma mbaya sana ya wateja ili upate unacholipa,negative
643,hayadumu milele lakini si ghali kupita kiasi ili kubadili uwezo wao wa kuendesha na sauti ni bora kuliko sauti nyingine ambazo nimejaribu.,positive
644,Niliwasiliana na kampuni hiyo na wakaniambia kwamba ingawa kizio hicho bado kilikuwa chini ya uhakikisho kama ningeweza kutoa risiti yangu kwa bahati,negative
645,Viunganishi vyapasa kuwa na njia fulani ya kubadilishana simu mbaya kwa ajili ya mashine ya kurekebisha au kitu fulani,negative
646,Simu ni imara kwa kuwa simu zote za mkononi za nokia ni imara,positive
647,simu ya juu,positive
648,Nilipoiweka treo yangu ndani ya kesi haikuwa nzuri tu bali pia kulikuwa na nafasi nyingi za ziada kwenye upande wa kulia,negative
649,"Zitacheka, zitachangamka;",positive
650,betri ni mbaya sana,negative
651,iligundua kwamba ni rahisi kutengeneza na kutumia bidhaa hiyo,positive
652,sikio lililo juu ya hili ni kubwa mno au zito mno huteleza kutoka sikioni mwangu,negative
653,Sauti chafu ni mbaya sana,negative
654,Mwendeshaji alifika ndani ya fremu ya wakati iliyoahidiwa lakini haikufanya kazi,negative
655,Hakukuwa na kifuniko cha sikio kilichohitaji sauti yake ndogo sana na sauti ni kubwa,positive
656,Hatimaye baada ya mara tatu au nne masika ya ndoa hiyo kuvunjika na siwezi kuitumia tena kwenye vyombo,negative
657,kisehemu cha mkononi kinafanya kazi vizuri lakini gari lajaribu kupakua kitabu cha anwani na treo rebooverll ingali linafikia kiwango cha juu cha kifaa hiki,positive
658,▪ kuzungumza kuhusu huduma za wateja ambazo si za bure,negative
659,Lilionekana kuwa nyepesi sana na lenye rangi hafifu,negative
660,Hii haipatani na mnazi tungsten e2 na ilivunja mara ya kwanza ijaribu kuiunganisha,negative
661,ukiwa mwenye furaha kwa sababu ya kununua kitu hicho kilicho bora na cha bei ya chini,positive
662,Napenda sura na hisia za samsung hehoni,positive
663,buluu iliyobuniwa vizuri na yenye rangi ya buluu ni rangi nzuri sana,positive
664,hufanya kila kitu chapasa na zaidi,positive
665,Siwezi kupendekeza haya zaidi,negative
666,sauti nzuri,positive
667,Tazama vizuri katika picha lakini kisa hiki kilikuwa kivunja - moyo kikubwa,negative
668,chini ya mfupa wa utaya ni kwamba ungetumiwa badala yake,positive
669,soli ilienda kwa utaratibu sana,positive
670,mwendo wake wa polepole sana na huchukua muda mrefu kufanya lolote pamoja nao,negative
671,ni lazima mtu ajifunze kwa ajili ya mtu yeyote apendezwaye na dhambi mbaya zaidi za ubuni wa kiviwanda,negative
672,Jambo la kwanza lililotukia ni kwamba reli hiyo ilikuwa imesimamishwa,negative
673,Ni rahisi kutumia simu hiyo na ina kishikizo cha mshipi kinachoweza kushikana kwa urahisi,positive
674,Kisha ilinibidi niendelee kukipanga pindi kwa pindi kwa sababu kwa njia fulani kiliendelea kukiangusha,negative
675,Vijia vyenye kupita kiasi kutoka kikundi cha tatu,negative
676,Kiwaluwi cha buluu hakitumi simu za mkononi kwa ghafula na sasa kinapiga simu kiholela mfukoni mwangu nikiwa nimefungiwa,negative
677,Kwa kweli ni mbaya sana,negative
678,kinafanya kazi vizuri kwenye simu yangu ya mkononi 325 na ni bora zaidi kuliko betri iliyochakaa.,positive
679,kiasi cha pete ni kizuri sana unapochagua sauti ya juu,positive
680,Hapana awezaye kuzuiliwa ila kwa Haki.,negative
681,Picha zina kasoro kubwa sana,negative
682,"Bila shaka, bidhaa hii haiko tayari kwa muda mrefu lakini sijali inapendeza kama nini ikiwa huwezi kujua simu inakuja bure",negative
683,Napenda alama za mviringo kwa sababu zinawachapa sana,positive
684,Fataki za kauri zimejaa tele,negative
685,rahisi kuwa pamoja na chembe yangu ya samsung,positive
686,Maagizo hayakueleza kwamba kikuza - sauti kingeweza kutumiwa,negative
687,Ningeshauri nisinunue kitu hiki ambacho hakingefanya kazi vizuri sana,negative
688,ni vibaya mno kulipa hadi mwezi mmoja kwa ajili ya utumishi,negative
689,hufanya kazi vizuri,positive
690,waya ya nokia ca42 haikufanya kazi kwa simu yangu,negative
691,Sauti safi kabisa,positive
692,Ni lazima nitumie vibweta vidogo zaidi vya masikio vilivyoandaliwa lakini vinabaki vizuri sana,positive
693,lalamiko kubwa zaidi ambalo nina nalo ni mwendo wa kasi sana wa betri,negative
694,muundo waweza kuwa wa kinadharia lakini siwezi kuvumilia kuwa na vitu hivyo masikioni mwangu,negative
695,Usinunue ikiwa unataka kutumia holi,negative
696,simu pia zinaweza kupiga picha kubwa na hata video,positive
697,haikufanyi uonekane mwenye ubaridi,negative
698,kwa sababu masikio yote mawili yana shughuli nyingi hayakengeushi hata kidogo,positive
699,Kitoshea cha kustarehesha wahitaji kichwa chako kistarehe kwa angalau muda wa saa moja kwa wakati ikiwa si kwa siku nzima,positive
700,"Pia, inaonekana kwamba simu hiyo haikubali chochote isipokuwa tu mp3 ambazo zinaweza kugongwa na mashine ya kusafisha madirisha",negative
701,juu ya bei ya dawa hizo,positive
702,huja na nuru yenye nguvu ambayo unaweza kutumia ili kuwasha picha zako na hata kutoa ishara kwa uzito,positive
703,Si nyepesi na hufanya kazi vizuri,positive
704,Basi jihadharini.,negative
705,Napenda waya hii huniruhusu kuunganisha kifaa chochote kidogo cha kompyuta hadi kwenye ukurasa wangu,positive
706,Basi huyo msikilizaji wenu na alete sehemu yoyote ya mazungumzo yenu!,negative
707,Hilo ni jambo la ubaridi kwa sababu visa vingi huwa wazi tu vikiruhusu kiwambo kijikunacho chote,positive
708,Nilinunua simu hii kama kibadala cha ugonjwa wangu na tangu wakati huo nimeijutia,negative
709,huonekana kutengeneza hasa betri ya awali kutoka kwenye kidevu kilichokuja na  v325i yangu,positive
710,Hifadhi chochote isipokuwa nambari za simu ili kupunguza uzito,negative
711,linachukua muda unaopungua dakika 3 ikiwa ninajaribu kutumia simu ya mke wangu ana simu ileile yenye tatizo hilohilo,negative
712,Sifa mbaya,negative
713,Makinda ya masikio ya jabra ni bora zaidi,positive
714,haikustahili,negative
715,simu ilianguka kabisa na sasa ni lazima ichukue mahali payo,negative
716,Iliacha kufanya kazi baada ya id kuitumia kwa karibu miezi 18 ili tu ninunue nyingine kwa sababu hii ndiyo kichwa bora zaidi kilichopata kuwa nacho,positive
717,"Kwa bahati mbaya, haishiki simu yangu ya mkononi 4 licha ya kuiunganisha na vyanzo mbalimbali vya nguvu za umeme vinavyotumia betri ya nje nk.k",negative
718,ilikuwa simu kubwa,positive
719,ikiwa unataka tu kuwa na simu ndogo ya kupindwa mahali penginepo kwani kengele za ziada za kengele ni mdiocre,negative
720,Thamani nzuri hutokeza nguvu nzuri kupitia gari la kukanyagia au kijia cha ukuta,positive
721,simu yangu haipigi gari langu sasa na kushika simu yangu kwa sababu ya matatizo ya simu,positive
722,Hicho ndicho kichwa bora zaidi cha rangi ya buluu kwa ajili ya ubora wa sauti,positive
723,Hebu wazia unapopanga kuniletea trakti hii hakika ni simu ya mwisho ya moto kwa ajili yangu,negative
724,katika muda wa saa moja ilikuwa na watu wawili wapaaza sauti ni nani ni kwamba ile simu mpya ya tv,positive
725,Sikuzote nimetumia vichwa vyenye kamba na uhuru kutoka kwa waya husaidia sana,positive
726,Kesi hii imepita alama ya mwaka mmoja na wakati ionyeshapo ishara za kuivaa ni 100 ikifanya kazi,positive
727,Mbali na kwamba ngozi ni nzuri na nyororo sehemu laini ya mbele ni ngumu sana hivi kwamba sehemu ya uso ina umbo zuri,positive
728,lina kila kitu ninachohitaji na mimi naweza kuomba kupata zaidi,positive
729,baada ya kupokea na kutumia bidhaa hiyo kwa siku 2 tu ilivunjika,negative
730,Bidhaa hii ni kubwa na inafanya kazi iwe rahisi zaidi kwangu kwenda kwa polisi huku nikingoja kitu fulani,positive
731,Hakuna hata moja kati ya zile saizi tatu walizopeleka nikiwa na ncha ya kichwa ambacho kingebaki masikioni mwangu,negative
732,Gari la abiria lina huduma bora zaidi kwa wateja mahali popote,positive
733,Alifika haraka na gharama ndogo kuliko wengine wanaouzwa,positive
734,Tumejaribu vipimo 2 na vyote viwili vikashindwa katika muda wa miezi 2,negative
735,huandaa ulinzi mzuri na sura nzuri pia,positive
736,krussel sikuzote ni nzuri,positive
737,tracfenewebsite ni mtumiaji mwenye urafiki na huifanya iwe rahisi kupambanua,positive
738,umbo lake ni zuri sana kwa4,positive
739,Huu ndio upokeaji mkubwa wakati wote,positive
740,Laiti ungependekeza sana bidhaa hii,positive
741,Nyani hutumia kizio chenye miwani ya jua si mizuri katika exasa,negative
742,Haitumii wakati mwingi pamoja na nokia 5320,negative
743,alinunua hasa kwa ajili ya msimamizi ambaye alivunja uhusiano mara tu baada ya kununua,negative
744,Ikiwa unapenda kelele kubwa ili kushinda mazungumzo yako yote basi simu hii ni yako,negative
745,Ununue vizuri na utapata tena simu yangu ifuatayo,positive
746,Na yaliyo machafu yahame!,negative
747,Msemaji huyu wa simu ya mkononi mwenye rangi ya bluu - kijivu ni mwenye kutisha,positive
748,halifai,negative
749,kitu kiliwasili haraka na kufanya kazi vizuri kwa vifaa vyangu vya kuchezea vyenye sauti ya simsung schr 450 za slaidi na sauti ya juu sana katika viunganishi vya masikio,positive
750,Ni nyepesi kuwa na uwezo mwingi wa betri na inaweza kuchakaa kwa muda mrefu,positive
